id,gender,demographics,low_income,school_year,grade,school,teacher,teacher_id,subject,math_ability,english_ability,boy,moy,eoy,state_exam,state_exam_score
5,female,1,0,2002,2,School C,Teacher 2,44,math,56,74,180,188,194,Pass,60
5,female,1,0,2002,2,School C,Teacher 2,44,english,56,74,184,193,198,Pass Plus,87
5,female,1,0,2003,3,School C,Teacher 3,48,math,56,74,192,201,207,Pass,62
5,female,1,0,2003,3,School C,Teacher 3,48,english,56,74,198,209,212,Pass Plus,92
5,female,1,0,2004,4,School C,Teacher 3,51,math,61,82,204,212,217,Pass,55
5,female,1,0,2004,4,School C,Teacher 3,51,english,61,82,212,217,219,Pass Plus,96
5,female,1,0,2005,5,School C,Teacher 2,53,math,61,82,215,225,230,Pass Plus,97
5,female,1,0,2005,5,School C,Teacher 2,53,english,61,82,219,228,230,Pass Plus,100
6,male,2,1,2000,0,School B,Teacher 3,21,math,81,83,153,163,171,Pass Plus,97
6,male,2,1,2000,0,School B,Teacher 3,21,english,81,83,154,161,167,Pass Plus,89
6,male,2,1,2001,1,School B,Teacher 1,22,math,81,78,173,183,190,Pass Plus,100
6,male,2,1,2001,1,School B,Teacher 1,22,english,81,78,170,181,188,Pass,76
6,male,2,1,2002,2,School B,Teacher 2,26,math,76,78,188,202,208,Pass Plus,98
6,male,2,1,2002,2,School B,Teacher 2,26,english,76,78,186,200,204,Pass Plus,92
6,male,2,1,2003,3,School B,Teacher 3,30,math,89,86,199,207,213,Pass Plus,91
6,male,2,1,2003,3,School B,Teacher 3,30,english,89,86,205,211,214,Pass Plus,100
6,male,2,1,2004,4,School B,Teacher 2,32,math,76,86,219,225,231,Pass Plus,92
6,male,2,1,2004,4,School B,Teacher 2,32,english,76,86,214,217,219,Pass Plus,100
6,male,2,1,2005,5,School B,Teacher 3,36,math,89,81,221,232,237,Pass Plus,98
6,male,2,1,2005,5,School B,Teacher 3,36,english,89,81,219,222,224,Pass Plus,92
7,female,3,0,2000,0,School B,Teacher 3,21,math,48,50,139,152,160,Fail,36
7,female,3,0,2000,0,School B,Teacher 3,21,english,48,50,141,149,156,Pass,40
7,female,3,0,2001,1,School B,Teacher 3,24,math,53,45,161,174,181,Pass,57
7,female,3,0,2001,1,School B,Teacher 3,24,english,53,45,159,171,177,Fail,34
7,female,3,0,2002,2,School B,Teacher 3,27,math,53,50,178,185,191,Fail,38
7,female,3,0,2002,2,School B,Teacher 3,27,english,53,50,174,186,190,Pass,58
7,female,3,0,2003,3,School B,Teacher 2,29,math,48,55,191,197,202,Fail,37
7,female,3,0,2003,3,School B,Teacher 2,29,english,48,55,190,199,202,Pass,56
7,female,3,0,2004,4,School B,Teacher 2,32,math,48,60,201,210,214,Pass,42
7,female,3,0,2004,4,School B,Teacher 2,32,english,48,60,202,205,207,Fail,38
7,female,3,0,2005,5,School B,Teacher 3,36,math,53,55,210,219,223,Pass,46
7,female,3,0,2005,5,School B,Teacher 3,36,english,53,55,207,213,215,Pass,46
8,female,4,0,2000,0,School A,Teacher 2,2,math,48,67,139,153,161,Pass,56
8,female,4,0,2000,0,School A,Teacher 2,2,english,48,67,147,159,166,Pass,76
8,female,4,0,2001,1,School A,Teacher 2,5,math,56,75,161,171,178,Fail,38
8,female,4,0,2001,1,School A,Teacher 2,5,english,56,75,169,180,187,Pass Plus,86
8,female,4,0,2002,2,School A,Teacher 2,8,math,43,75,178,190,195,Pass,65
8,female,4,0,2002,2,School A,Teacher 2,8,english,43,75,185,191,196,Pass,76
8,female,4,0,2003,3,School A,Teacher 2,11,math,61,70,188,197,202,Fail,27
8,female,4,0,2003,3,School A,Teacher 2,11,english,61,70,196,201,204,Pass,70
8,female,4,0,2004,4,School A,Teacher 1,13,math,48,65,205,210,215,Fail,33
8,female,4,0,2004,4,School A,Teacher 1,13,english,48,65,204,209,211,Pass,65
8,female,4,0,2005,5,School A,Teacher 2,17,math,56,65,210,218,222,Pass,47
8,female,4,0,2005,5,School A,Teacher 2,17,english,56,65,211,215,217,Pass,62
9,male,3,0,2000,0,School A,Teacher 3,3,math,50,42,139,155,162,Pass,61
9,male,3,0,2000,0,School A,Teacher 3,3,english,50,42,138,151,158,Pass,45
9,male,3,0,2001,1,School A,Teacher 2,5,math,60,50,162,172,179,Fail,37
9,male,3,0,2001,1,School A,Teacher 2,5,english,60,50,160,173,179,Pass,44
9,male,3,0,2002,2,School A,Teacher 1,7,math,45,55,180,188,193,Pass,52
9,male,3,0,2002,2,School A,Teacher 1,7,english,45,55,176,188,192,Pass,55
9,male,3,0,2003,3,School A,Teacher 2,11,math,55,60,188,198,203,Pass,46
9,male,3,0,2003,3,School A,Teacher 2,11,english,55,60,192,197,200,Fail,38
9,male,3,0,2004,4,School A,Teacher 3,15,math,50,55,203,212,217,Pass,53
9,male,3,0,2004,4,School A,Teacher 3,15,english,50,55,200,203,205,Fail,31
9,male,3,0,2005,5,School A,Teacher 3,18,math,60,50,211,215,219,Fail,32
9,male,3,0,2005,5,School A,Teacher 3,18,english,60,50,205,211,213,Fail,35
10,male,2,0,2000,0,School B,Teacher 2,20,math,42,38,136,150,157,Fail,26
10,male,2,0,2000,0,School B,Teacher 2,20,english,42,38,136,149,155,Fail,28
10,male,2,0,2001,1,School B,Teacher 3,24,math,47,43,159,172,179,Fail,38
10,male,2,0,2001,1,School B,Teacher 3,24,english,47,43,158,170,177,Fail,32
10,male,2,0,2002,2,School B,Teacher 1,25,math,47,48,175,188,193,Pass,49
10,male,2,0,2002,2,School B,Teacher 1,25,english,47,48,173,181,186,Fail,31
10,male,2,0,2003,3,School B,Teacher 3,30,math,55,43,189,198,204,Pass,45
10,male,2,0,2003,3,School B,Teacher 3,30,english,55,43,185,195,197,Fail,22
10,male,2,0,2004,4,School B,Teacher 3,33,math,52,48,203,212,217,Pass,51
10,male,2,0,2004,4,School B,Teacher 3,33,english,52,48,197,204,207,Fail,30
10,male,2,0,2005,5,School B,Teacher 2,35,math,60,53,212,215,220,Fail,26
10,male,2,0,2005,5,School B,Teacher 2,35,english,60,53,206,212,214,Fail,27
11,female,1,0,2000,0,School B,Teacher 1,19,math,50,34,140,154,161,Pass,56
11,female,1,0,2000,0,School B,Teacher 1,19,english,50,34,135,148,155,Fail,27
11,female,1,0,2001,1,School B,Teacher 1,22,math,58,42,162,172,179,Fail,31
11,female,1,0,2001,1,School B,Teacher 1,22,english,58,42,158,170,176,Fail,19
11,female,1,0,2002,2,School B,Teacher 1,25,math,45,47,179,191,197,Pass,72
11,female,1,0,2002,2,School B,Teacher 1,25,english,45,47,173,181,185,Fail,26
11,female,1,0,2003,3,School B,Teacher 1,28,math,66,42,188,199,204,Pass,48
11,female,1,0,2003,3,School B,Teacher 1,28,english,66,42,184,194,197,Fail,25
11,female,1,0,2004,4,School B,Teacher 1,31,math,53,47,207,214,219,Pass,65
11,female,1,0,2004,4,School B,Teacher 1,31,english,53,47,196,204,206,Fail,25
11,female,1,0,2005,5,School B,Teacher 3,36,math,66,52,212,221,225,Pass,65
11,female,1,0,2005,5,School B,Teacher 3,36,english,66,52,206,212,214,Fail,27
12,male,4,0,2000,0,School B,Teacher 3,21,math,37,59,134,148,156,Fail,20
12,male,4,0,2000,0,School B,Teacher 3,21,english,37,59,144,152,159,Pass,52
12,male,4,0,2001,1,School B,Teacher 1,22,math,42,54,157,167,174,Fail,9
12,male,4,0,2001,1,School B,Teacher 1,22,english,42,54,162,174,180,Fail,39
12,male,4,0,2002,2,School B,Teacher 2,26,math,32,59,174,186,192,Fail,31
12,male,4,0,2002,2,School B,Teacher 2,26,english,32,59,178,190,195,Pass,68
12,male,4,0,2003,3,School B,Teacher 1,28,math,50,67,184,194,200,Fail,18
12,male,4,0,2003,3,School B,Teacher 1,28,english,50,67,195,202,205,Pass,73
12,male,4,0,2004,4,School B,Teacher 1,31,math,40,67,202,210,215,Fail,38
12,male,4,0,2004,4,School B,Teacher 1,31,english,40,67,204,210,212,Pass,67
12,male,4,0,2005,5,School B,Teacher 2,35,math,55,67,207,211,215,Fail,16
12,male,4,0,2005,5,School B,Teacher 2,35,english,55,67,212,216,218,Pass,74
13,male,5,0,2000,0,School B,Teacher 2,20,math,65,57,145,156,164,Pass,57
13,male,5,0,2000,0,School B,Teacher 2,20,english,65,57,143,155,161,Pass,66
13,male,5,0,2001,1,School B,Teacher 1,22,math,65,62,167,177,184,Pass,68
13,male,5,0,2001,1,School B,Teacher 1,22,english,65,62,164,175,181,Pass,61
13,male,5,0,2002,2,School B,Teacher 2,26,math,60,62,181,194,200,Pass,83
13,male,5,0,2002,2,School B,Teacher 2,26,english,60,62,179,192,196,Pass,82
13,male,5,0,2003,3,School B,Teacher 3,30,math,73,70,193,201,206,Pass,62
13,male,5,0,2003,3,School B,Teacher 3,30,english,73,70,196,203,206,Pass,63
13,male,5,0,2004,4,School B,Teacher 2,32,math,60,70,210,217,222,Pass Plus,87
13,male,5,0,2004,4,School B,Teacher 2,32,english,60,70,206,209,211,Pass,73
13,male,5,0,2005,5,School B,Teacher 2,35,math,73,65,215,219,223,Pass,54
13,male,5,0,2005,5,School B,Teacher 2,35,english,73,65,211,215,217,Pass,61
14,female,4,0,2000,0,School C,Teacher 2,38,math,15,21,124,139,147,Fail,2
14,female,4,0,2000,0,School C,Teacher 2,38,english,15,21,130,144,150,Fail,4
14,female,4,0,2001,1,School C,Teacher 1,40,math,20,29,148,157,163,Fail,0
14,female,4,0,2001,1,School C,Teacher 1,40,english,20,29,153,162,167,Fail,8
14,female,4,0,2002,2,School C,Teacher 3,45,math,10,24,166,172,178,Fail,0
14,female,4,0,2002,2,School C,Teacher 3,45,english,10,24,163,170,175,Fail,0
14,female,4,0,2003,3,School C,Teacher 2,47,math,15,19,173,184,189,Fail,1
14,female,4,0,2003,3,School C,Teacher 2,47,english,15,19,174,186,188,Fail,11
14,female,4,0,2004,4,School C,Teacher 3,51,math,15,27,187,196,200,Fail,0
14,female,4,0,2004,4,School C,Teacher 3,51,english,15,27,188,196,198,Fail,15
14,female,4,0,2005,5,School C,Teacher 1,52,math,20,32,196,204,208,Fail,11
14,female,4,0,2005,5,School C,Teacher 1,52,english,20,32,198,205,206,Fail,9
15,male,3,0,2000,0,School C,Teacher 1,37,math,69,83,147,158,165,Pass,74
15,male,3,0,2000,0,School C,Teacher 1,37,english,69,83,154,161,168,Pass,79
15,male,3,0,2001,1,School C,Teacher 1,40,math,69,78,168,178,185,Pass,82
15,male,3,0,2001,1,School C,Teacher 1,40,english,69,78,171,179,186,Pass,79
15,male,3,0,2002,2,School C,Teacher 3,45,math,64,73,183,191,197,Pass,73
15,male,3,0,2002,2,School C,Teacher 3,45,english,64,73,184,191,195,Pass,73
15,male,3,0,2003,3,School C,Teacher 2,47,math,64,68,195,202,208,Pass,80
15,male,3,0,2003,3,School C,Teacher 2,47,english,64,68,195,206,209,Pass Plus,85
15,male,3,0,2004,4,School C,Teacher 2,50,math,64,76,206,212,216,Pass,47
15,male,3,0,2004,4,School C,Teacher 2,50,english,64,76,209,212,214,Pass,76
15,male,3,0,2005,5,School C,Teacher 1,52,math,59,71,216,222,227,Pass,83
15,male,3,0,2005,5,School C,Teacher 1,52,english,59,71,214,217,219,Pass,73
16,male,2,0,2000,0,School A,Teacher 2,2,math,61,54,144,158,165,Pass,81
16,male,2,0,2000,0,School A,Teacher 2,2,english,61,54,142,155,161,Pass,70
16,male,2,0,2001,1,School A,Teacher 2,5,math,69,62,165,176,182,Pass,56
16,male,2,0,2001,1,School A,Teacher 2,5,english,69,62,164,175,181,Pass,66
16,male,2,0,2002,2,School A,Teacher 2,8,math,56,62,183,193,198,Pass,62
16,male,2,0,2002,2,School A,Teacher 2,8,english,56,62,179,186,191,Pass,49
16,male,2,0,2003,3,School A,Teacher 2,11,math,69,57,192,201,207,Pass,63
16,male,2,0,2003,3,School A,Teacher 2,11,english,69,57,191,195,199,Fail,38
16,male,2,0,2004,4,School A,Teacher 2,14,math,61,52,208,215,220,Pass,76
16,male,2,0,2004,4,School A,Teacher 2,14,english,61,52,198,206,208,Fail,37
16,male,2,0,2005,5,School A,Teacher 3,18,math,69,57,215,219,223,Pass,50
16,male,2,0,2005,5,School A,Teacher 3,18,english,69,57,208,214,216,Pass,54
17,male,2,1,2000,0,School A,Teacher 1,1,math,36,46,134,148,155,Fail,22
17,male,2,1,2000,0,School A,Teacher 1,1,english,36,46,139,152,159,Pass,53
17,male,2,1,2001,1,School A,Teacher 1,4,math,41,54,157,171,177,Fail,23
17,male,2,1,2001,1,School A,Teacher 1,4,english,41,54,162,174,180,Pass,51
17,male,2,1,2002,2,School A,Teacher 1,7,math,41,59,174,181,187,Fail,15
17,male,2,1,2002,2,School A,Teacher 1,7,english,41,59,177,189,194,Pass,68
17,male,2,1,2003,3,School A,Teacher 2,11,math,36,64,187,196,202,Fail,38
17,male,2,1,2003,3,School A,Teacher 2,11,english,36,64,194,199,202,Pass,54
17,male,2,1,2004,4,School A,Teacher 1,13,math,46,59,197,201,205,Fail,0
17,male,2,1,2004,4,School A,Teacher 1,13,english,46,59,201,208,211,Pass,63
17,male,2,1,2005,5,School A,Teacher 1,16,math,31,64,209,213,218,Fail,19
17,male,2,1,2005,5,School A,Teacher 1,16,english,31,64,210,214,216,Pass,58
18,male,5,0,2000,0,School B,Teacher 1,19,math,88,87,157,175,183,Pass Plus,94
18,male,5,0,2000,0,School B,Teacher 1,19,english,88,87,156,172,179,Pass Plus,94
18,male,5,0,2001,1,School B,Teacher 3,24,math,96,95,177,188,197,Pass Plus,89
18,male,5,0,2001,1,School B,Teacher 3,24,english,96,95,182,193,201,Pass Plus,100
18,male,5,0,2002,2,School B,Teacher 3,27,math,88,95,199,203,210,Pass Plus,100
18,male,5,0,2002,2,School B,Teacher 3,27,english,88,95,200,209,214,Pass Plus,100
18,male,5,0,2003,3,School B,Teacher 2,29,math,91,95,205,211,217,Pass Plus,96
18,male,5,0,2003,3,School B,Teacher 2,29,english,91,95,214,220,222,Pass Plus,95
18,male,5,0,2004,4,School B,Teacher 1,31,math,83,95,220,228,233,Pass Plus,100
18,male,5,0,2004,4,School B,Teacher 1,31,english,83,95,223,228,230,Pass Plus,94
18,male,5,0,2005,5,School B,Teacher 1,34,math,91,95,225,228,233,Pass Plus,90
18,male,5,0,2005,5,School B,Teacher 1,34,english,91,95,230,233,235,Pass Plus,100
19,male,2,0,2000,0,School A,Teacher 2,2,math,75,63,150,164,171,Pass Plus,92
19,male,2,0,2000,0,School A,Teacher 2,2,english,75,63,145,158,165,Pass,78
19,male,2,0,2001,1,School A,Teacher 1,4,math,83,71,170,182,189,Pass Plus,90
19,male,2,0,2001,1,School A,Teacher 1,4,english,83,71,167,178,185,Pass,79
19,male,2,0,2002,2,School A,Teacher 3,9,math,75,71,189,198,205,Pass Plus,97
19,male,2,0,2002,2,School A,Teacher 3,9,english,75,71,183,189,194,Pass,67
19,male,2,0,2003,3,School A,Teacher 3,12,math,83,66,199,204,210,Pass Plus,86
19,male,2,0,2003,3,School A,Teacher 3,12,english,83,66,194,199,202,Pass,57
19,male,2,0,2004,4,School A,Teacher 1,13,math,70,61,215,219,225,Pass Plus,92
19,male,2,0,2004,4,School A,Teacher 1,13,english,70,61,202,207,210,Pass,50
19,male,2,0,2005,5,School A,Teacher 1,16,math,78,61,219,223,227,Pass,77
19,male,2,0,2005,5,School A,Teacher 1,16,english,78,61,210,214,215,Pass,47
20,female,2,0,2000,0,School B,Teacher 3,21,math,29,25,131,145,153,Fail,18
20,female,2,0,2000,0,School B,Teacher 3,21,english,29,25,131,140,147,Fail,4
20,female,2,0,2001,1,School B,Teacher 1,22,math,34,20,155,164,171,Fail,4
20,female,2,0,2001,1,School B,Teacher 1,22,english,34,20,149,162,168,Fail,13
20,female,2,0,2002,2,School B,Teacher 1,25,math,24,25,171,184,189,Fail,28
20,female,2,0,2002,2,School B,Teacher 1,25,english,24,25,164,171,176,Fail,6
20,female,2,0,2003,3,School B,Teacher 3,30,math,42,20,181,190,195,Fail,9
20,female,2,0,2003,3,School B,Teacher 3,30,english,42,20,175,185,188,Fail,0
20,female,2,0,2004,4,School B,Teacher 1,31,math,29,25,199,207,212,Fail,26
20,female,2,0,2004,4,School B,Teacher 1,31,english,29,25,187,195,198,Fail,9
20,female,2,0,2005,5,School B,Teacher 3,36,math,47,30,202,212,216,Fail,21
20,female,2,0,2005,5,School B,Teacher 3,36,english,47,30,197,204,205,Fail,12
21,male,3,1,2000,0,School A,Teacher 2,2,math,45,46,138,152,160,Fail,38
21,male,3,1,2000,0,School A,Teacher 2,2,english,45,46,139,152,159,Pass,61
21,male,3,1,2001,1,School A,Teacher 2,5,math,53,54,160,170,177,Fail,20
21,male,3,1,2001,1,School A,Teacher 2,5,english,53,54,162,174,180,Pass,47
21,male,3,1,2002,2,School A,Teacher 1,7,math,40,59,177,185,191,Fail,33
21,male,3,1,2002,2,School A,Teacher 1,7,english,40,59,178,189,194,Pass,72
21,male,3,1,2003,3,School A,Teacher 1,10,math,48,64,187,196,201,Fail,36
21,male,3,1,2003,3,School A,Teacher 1,10,english,48,64,193,200,203,Pass,64
21,male,3,1,2004,4,School A,Teacher 2,14,math,45,64,201,210,214,Pass,46
21,male,3,1,2004,4,School A,Teacher 2,14,english,45,64,203,208,211,Pass,54
21,male,3,1,2005,5,School A,Teacher 3,18,math,53,64,209,213,217,Fail,21
21,male,3,1,2005,5,School A,Teacher 3,18,english,53,64,211,215,217,Pass,58
22,male,4,0,2000,0,School B,Teacher 2,20,math,65,73,145,157,164,Pass,73
22,male,4,0,2000,0,School B,Teacher 2,20,english,65,73,149,159,166,Pass,79
22,male,4,0,2001,1,School B,Teacher 1,22,math,65,73,167,177,183,Pass,65
22,male,4,0,2001,1,School B,Teacher 1,22,english,65,73,168,179,186,Pass,70
22,male,4,0,2002,2,School B,Teacher 1,25,math,60,73,181,194,200,Pass,74
22,male,4,0,2002,2,School B,Teacher 1,25,english,60,73,184,191,196,Pass,79
22,male,4,0,2003,3,School B,Teacher 1,28,math,73,68,193,204,209,Pass Plus,87
22,male,4,0,2003,3,School B,Teacher 1,28,english,73,68,195,202,205,Pass,72
22,male,4,0,2004,4,School B,Teacher 2,32,math,68,68,210,217,222,Pass Plus,85
22,male,4,0,2004,4,School B,Teacher 2,32,english,68,68,205,208,210,Pass,53
22,male,4,0,2005,5,School B,Teacher 3,36,math,73,63,218,227,232,Pass Plus,90
22,male,4,0,2005,5,School B,Teacher 3,36,english,73,63,210,214,216,Pass,52
23,male,3,0,2000,0,School B,Teacher 3,21,math,68,64,146,158,165,Pass,69
23,male,3,0,2000,0,School B,Teacher 3,21,english,68,64,145,154,160,Pass,58
23,male,3,0,2001,1,School B,Teacher 3,24,math,68,59,168,180,187,Pass Plus,89
23,male,3,0,2001,1,School B,Teacher 3,24,english,68,59,163,176,182,Pass,62
23,male,3,0,2002,2,School B,Teacher 1,25,math,68,64,183,195,201,Pass,80
23,male,3,0,2002,2,School B,Teacher 1,25,english,68,64,180,187,192,Pass,45
23,male,3,0,2003,3,School B,Teacher 2,29,math,76,59,196,202,207,Pass,71
23,male,3,0,2003,3,School B,Teacher 2,29,english,76,59,192,201,204,Pass,64
23,male,3,0,2004,4,School B,Teacher 3,33,math,63,64,211,218,224,Pass Plus,95
23,male,3,0,2004,4,School B,Teacher 3,33,english,63,64,203,208,211,Pass,66
23,male,3,0,2005,5,School B,Teacher 3,36,math,76,64,216,225,230,Pass Plus,88
23,male,3,0,2005,5,School B,Teacher 3,36,english,76,64,210,215,216,Pass,52
24,female,2,0,2000,0,School A,Teacher 2,2,math,50,47,140,154,161,Pass,54
24,female,2,0,2000,0,School A,Teacher 2,2,english,50,47,140,152,159,Pass,56
24,female,2,0,2001,1,School A,Teacher 2,5,math,58,55,162,172,178,Fail,32
24,female,2,0,2001,1,School A,Teacher 2,5,english,58,55,162,174,181,Pass,49
24,female,2,0,2002,2,School A,Teacher 2,8,math,45,60,179,190,196,Pass,56
24,female,2,0,2002,2,School A,Teacher 2,8,english,45,60,178,186,190,Pass,40
24,female,2,0,2003,3,School A,Teacher 1,10,math,63,55,188,198,203,Pass,53
24,female,2,0,2003,3,School A,Teacher 1,10,english,63,55,190,199,202,Pass,53
24,female,2,0,2004,4,School A,Teacher 3,15,math,50,60,206,213,218,Pass,57
24,female,2,0,2004,4,School A,Teacher 3,15,english,50,60,202,205,207,Pass,45
24,female,2,0,2005,5,School A,Teacher 1,16,math,63,55,211,215,219,Fail,27
24,female,2,0,2005,5,School A,Teacher 1,16,english,63,55,207,213,215,Fail,34
25,female,2,0,2000,0,School A,Teacher 2,2,math,73,59,149,163,171,Pass Plus,100
25,female,2,0,2000,0,School A,Teacher 2,2,english,73,59,144,156,163,Pass,76
25,female,2,0,2001,1,School A,Teacher 1,4,math,81,67,170,181,189,Pass Plus,100
25,female,2,0,2001,1,School A,Teacher 1,4,english,81,67,166,177,183,Pass,66
25,female,2,0,2002,2,School A,Teacher 2,8,math,73,67,188,197,203,Pass Plus,94
25,female,2,0,2002,2,School A,Teacher 2,8,english,73,67,181,189,193,Pass,64
25,female,2,0,2003,3,School A,Teacher 2,11,math,81,62,198,206,211,Pass Plus,88
25,female,2,0,2003,3,School A,Teacher 2,11,english,81,62,193,198,201,Pass,46
25,female,2,0,2004,4,School A,Teacher 1,13,math,73,57,213,218,224,Pass Plus,97
25,female,2,0,2004,4,School A,Teacher 1,13,english,73,57,200,208,210,Pass,67
25,female,2,0,2005,5,School A,Teacher 1,16,math,76,62,220,224,229,Pass,84
25,female,2,0,2005,5,School A,Teacher 1,16,english,76,62,210,214,216,Pass,54
26,male,4,0,2000,0,School C,Teacher 1,37,math,27,26,130,145,152,Fail,10
26,male,4,0,2000,0,School C,Teacher 1,37,english,27,26,132,141,147,Fail,9
26,male,4,0,2001,1,School C,Teacher 2,41,math,32,21,154,168,174,Fail,14
26,male,4,0,2001,1,School C,Teacher 2,41,english,32,21,150,163,169,Fail,8
26,male,4,0,2002,2,School C,Teacher 3,45,math,32,29,170,178,183,Fail,4
26,male,4,0,2002,2,School C,Teacher 3,45,english,32,29,166,173,177,Fail,8
26,male,4,0,2003,3,School C,Teacher 1,46,math,27,24,184,194,199,Fail,22
26,male,4,0,2003,3,School C,Teacher 1,46,english,27,24,176,188,191,Fail,7
26,male,4,0,2004,4,School C,Teacher 1,49,math,40,32,193,203,207,Fail,12
26,male,4,0,2004,4,School C,Teacher 1,49,english,40,32,190,198,200,Fail,9
26,male,4,0,2005,5,School C,Teacher 2,53,math,35,37,207,217,221,Pass,41
26,male,4,0,2005,5,School C,Teacher 2,53,english,35,37,201,207,210,Fail,19
27,female,4,0,2000,0,School B,Teacher 1,19,math,47,37,139,153,160,Pass,45
27,female,4,0,2000,0,School B,Teacher 1,19,english,47,37,136,149,156,Fail,32
27,female,4,0,2001,1,School B,Teacher 2,23,math,55,45,161,174,181,Pass,54
27,female,4,0,2001,1,School B,Teacher 2,23,english,55,45,159,171,177,Fail,39
27,female,4,0,2002,2,School B,Teacher 2,26,math,52,50,178,190,196,Pass,69
27,female,4,0,2002,2,School B,Teacher 2,26,english,52,50,174,187,191,Pass,57
